0170,170,133,152,108,165,0
0171,171,129,148,103,160,0
0172,172,125,144,104,161,0
0173,173,119,138,108,165,0
0174,174,111,130,118,175,0
0175,175,102,121,134,191,0
0176,176,97,116,139,196,0
0177,177,94,113,128,185,0
0178,178,94,113,122,179,0
0179,179,94,113,116,173,0
0180,180,97,116,112,169,0
0181,181,94,113,110,167,0
0182,182,97,116,114,171,0
0183,183,101,120,120,177,0
0184,184,106,125,126,183,0
0185,185,108,127,125,182,0
0186,186,111,130,122,179,0
0187,187,116,135,107,164,0
0188,188,118,137,99,156,0
0189,189,113,132,98,155,0
0190,190,110,129,99,156,0
0191,191,104,123,100,157,0
0192,192,95,114,105,162,0
0193,193,80,99,114,171,0
0194,194,62,81,124,181,0
0195,195,55,74,133,190,0
0196,196,52,71,131,188,0
0197,197,51,70,121,178,0
0198,198,56,76,119,176,0
0199,199,64,84,115,172,0
0200,200,72,91,109,166,0
0201,201,79,98,108,165,0
0202,202,84,103,112,169,0
0203,203,92,111,115,172,0
0204,204,103,122,117,174,0
0205,205,113,132,119,176,0
0206,206,122,141,108,165,0
0207,207,132,151,96,153,0
0208,208,133,152,89,146,0
0209,209,134,153,84,141,0
0210,210,134,153,82,139,0
0211,211,133,152,83,140,0
0212,212,124,143,91,148,0
0213,213,115,134,101,158,0
0214,214,108,127,107,163,0
0215,215,109,128,112,168,0
0216,216,108,127,105,160,0
0217,217,107,126,97,152,0
0218,218,110,129,93,147,0
0219,219,114,133,92,146,0
0220,220,112,131,92,145,0
0221,221,115,134,97,150,0
0222,222,118,136,102,155,0
0223,223,121,139,107,160,0
0224,224,126,144,111,164,0
0225,225,131,149,113,166,0
0226,226,141,159,98,151,0
0227,227,152,169,91,144,0
0228,228,152,169,85,138,0
0229,229,150,167,79,132,0
0230,230,144,161,81,134,0
0231,231,141,158,85,138,0
0232,232,132,149,98,151,0
0233,233,117,134,109,162,0
0234,234,115,132,112,165,0
0235,235,108,125,107,159,0
0236,236,105,122,98,150,0
0237,237,104,121,97,148,0
0238,238,111,128,93,144,0
0239,239,118,135,90,141,0
0240,240,123,140,96,147,0
0241,241,133,150,109,160,0
0242,242,140,157,120,171,0
0243,243,147,164,125,176,0
0244,244,150,167,129,180,0
0245,245,157,174,116,167,0
0246,246,161,178,106,157,0
0247,247,157,174,98,149,0
0248,248,153,170,97,148,0
0249,249,151,168,98,149,0
0250,250,144,161,105,156,0
0251,251,137,154,114,165,0
0252,252,121,138,123,174,0
0253,253,117,133,119,170,0
0254,254,112,128,111,162,0
0255,255,104,120,102,153,0
0256,256,103,119,94,145,0
0257,257,106,122,90,141,0
0258,258,111,127,88,139,0
0259,259,116,131,94,145,0
0260,260,122,137,102,153,0
0261,261,128,143,113,164,0
0262,262,134,149,112,163,0
0263,263,142,157,106,157,0
0264,264,148,163,92,143,0
0265,265,149,164,83,134,0
0266,266,146,161,81,132,0
0267,267,141,156,82,133,0
0268,268,136,151,87,138,0
0269,269,128,143,95,146,0
0270,270,121,136,104,155,0
0271,271,110,125,108,159,0
0272,272,110,125,109,160,0
0273,273,103,118,102,152,0
0274,274,95,110,97,147,0
0275,275,94,109,94,143,0
0276,276,97,112,91,140,0
0277,277,103,118,89,138,0
0278,278,108,121,94,142,0
0279,279,115,130,105,153,0
0280,280,121,136,109,156,0
0281,281,126,141,106,153,0
0282,282,133,148,103,150,0
0283,283,137,152,97,144,0
0284,284,145,160,87,134,0
0285,285,147,162,80,127,0
0286,286,144,159,80,127,0
0287,287,142,157,84,131,0
0288,288,139,154,90,137,0
0289,289,134,149,100,147,0
0290,290,122,137,112,159,0
0291,291,107,122,129,176,0
0292,292,102,117,127,174,0
0293,293,97,112,116,163,0
0294,294,93,108,113,160,0
0295,295,95,110,112,159,0
0296,296,99,114,107,154,0
0297,297,104,119,104,151,0
0298,298,110,125,104,151,0
0299,299,121,136,107,154,0
0300,300,125,140,107,154,0
0301,301,129,144,106,153,0
0302,302,134,149,104,151,0
0303,303,140,155,91,138,0
0304,304,142,157,79,126,0
0305,305,138,153,71,118,0
